Ref ID,Compound,Date,ppm,Rep,Plate,Row,Column,Media,Object ID,Bounding Box,Class,Class Name,Score
VC,,08/10/2021,0.0,1,2,1,1,LM (T),1,"[720, 432, 779, 513]",1,alive,0.9995
VC,,08/10/2021,0.0,1,2,1,1,LM (T),2,"[655, 145, 712, 234]",1,alive,0.9987
VC,,08/10/2021,0.0,1,2,1,1,LM (T),3,"[456, 102, 485, 130]",7,artifact,0.9977
VC,,08/10/2021,0.0,1,2,1,1,LM (T),4,"[312, 45, 395, 147]",1,alive,0.9963
VC,,08/10/2021,0.0,1,2,1,1,LM (T),5,"[413, 204, 475, 235]",6,aged_dead,0.9938
VC,,08/10/2021,0.0,1,2,1,1,LM (T),6,"[387, 23, 455, 110]",1,alive,0.9814
VC,,08/10/2021,0.0,1,2,1,1,LM (T),7,"[76, 112, 170, 223]",1,alive,0.9811
VC,,08/10/2021,0.0,1,2,1,1,LM (T),8,"[147, 653, 269, 693]",1,alive,0.9785
VC,,08/10/2021,0.0,1,2,1,1,LM (T),9,"[5, 368, 28, 390]",7,artifact,0.9771
VC,,08/10/2021,0.0,1,2,1,1,LM (T),10,"[518, 45, 582, 96]",1,alive,0.9753
VC,,08/10/2021,0.0,1,2,1,1,LM (T),11,"[37, 537, 58, 567]",7,artifact,0.9738
VC,,08/10/2021,0.0,1,2,1,1,LM (T),12,"[192, 31, 337, 107]",1,alive,0.9674
VC,,08/10/2021,0.0,1,2,1,1,LM (T),13,"[91, 634, 123, 662]",7,artifact,0.9213
VC,,08/10/2021,0.0,1,2,1,1,LM (T),14,"[577, 73, 667, 156]",1,alive,0.9040
VC,,08/10/2021,0.0,1,2,1,1,LM (T),15,"[70, 598, 98, 632]",7,artifact,0.8615
VC,,08/10/2021,0.0,1,2,1,1,LM (T),16,"[55, 570, 79, 600]",7,artifact,0.8355
VC,,08/10/2021,0.0,1,2,1,1,LM (T),17,"[699, 492, 769, 607]",1,alive,0.8170
VC,,08/10/2021,0.0,1,2,1,1,LM (T),18,"[303, 63, 358, 106]",1,alive,0.7080
VC,,08/10/2021,0.0,1,2,1,1,LM (T),19,"[261, 642, 288, 708]",1,alive,0.7023
VC,,08/10/2021,0.0,1,2,1,1,LM (T),20,"[192, 69, 240, 107]",1,alive,0.6959
VC,,08/10/2021,0.0,1,2,1,1,LM (T),21,"[409, 27, 485, 131]",7,artifact,0.6757
VC,,08/10/2021,0.0,1,2,1,1,LM (T),22,"[389, 8, 442, 51]",7,artifact,0.6318
VC,,08/10/2021,0.0,1,2,1,2,LM (T),1,"[389, 306, 538, 432]",7,artifact,0.9999
VC,,08/10/2021,0.0,1,2,1,2,LM (T),2,"[209, 658, 297, 758]",1,alive,0.9974
VC,,08/10/2021,0.0,1,2,1,2,LM (T),3,"[395, 736, 476, 784]",1,alive,0.9963
VC,,08/10/2021,0.0,1,2,1,2,LM (T),4,"[371, 757, 395, 791]",6,aged_dead,0.9957
VC,,08/10/2021,0.0,1,2,1,2,LM (T),5,"[259, 636, 324, 729]",1,alive,0.9928
VC,,08/10/2021,0.0,1,2,1,2,LM (T),6,"[190, 318, 218, 344]",7,artifact,0.9926
VC,,08/10/2021,0.0,1,2,1,2,LM (T),7,"[559, 61, 618, 121]",1,alive,0.9886
VC,,08/10/2021,0.0,1,2,1,2,LM (T),8,"[144, 590, 196, 721]",1,alive,0.9880
VC,,08/10/2021,0.0,1,2,1,2,LM (T),9,"[560, 623, 696, 740]",1,alive,0.9633
VC,,08/10/2021,0.0,1,2,1,2,LM (T),10,"[667, 574, 731, 632]",1,alive,0.9607
VC,,08/10/2021,0.0,1,2,1,2,LM (T),11,"[494, 700, 531, 763]",1,alive,0.9470
VC,,08/10/2021,0.0,1,2,1,2,LM (T),12,"[229, 22, 315, 85]",1,alive,0.9316
VC,,08/10/2021,0.0,1,2,1,2,LM (T),13,"[669, 506, 769, 615]",5,L2,0.9293
VC,,08/10/2021,0.0,1,2,1,2,LM (T),14,"[110, 176, 134, 199]",7,artifact,0.9287
VC,,08/10/2021,0.0,1,2,1,2,LM (T),15,"[252, 716, 364, 778]",1,alive,0.8912
VC,,08/10/2021,0.0,1,2,1,2,LM (T),16,"[232, 701, 303, 755]",1,alive,0.8785
VC,,08/10/2021,0.0,1,2,1,2,LM (T),17,"[217, 638, 260, 746]",1,alive,0.8707
VC,,08/10/2021,0.0,1,2,1,2,LM (T),18,"[374, 373, 510, 441]",7,artifact,0.8600
VC,,08/10/2021,0.0,1,2,1,2,LM (T),19,"[124, 163, 221, 221]",7,artifact,0.7626
VC,,08/10/2021,0.0,1,2,1,2,LM (T),20,"[27, 261, 45, 285]",7,artifact,0.7430
VC,,08/10/2021,0.0,1,2,1,3,LM (T),1,"[20, 414, 141, 598]",5,L2,0.9999
VC,,08/10/2021,0.0,1,2,1,3,LM (T),2,"[600, 422, 709, 469]",7,artifact,0.9989
VC,,08/10/2021,0.0,1,2,1,3,LM (T),3,"[677, 217, 774, 337]",1,alive,0.9981
VC,,08/10/2021,0.0,1,2,1,3,LM (T),4,"[91, 621, 202, 680]",1,alive,0.9974
VC,,08/10/2021,0.0,1,2,1,3,LM (T),5,"[674, 264, 781, 386]",1,alive,0.9950
VC,,08/10/2021,0.0,1,2,1,3,LM (T),6,"[642, 483, 746, 677]",5,L2,0.9937
VC,,08/10/2021,0.0,1,2,1,3,LM (T),7,"[88, 590, 210, 636]",1,alive,0.9934
VC,,08/10/2021,0.0,1,2,1,3,LM (T),8,"[70, 145, 174, 229]",1,alive,0.9918
VC,,08/10/2021,0.0,1,2,1,3,LM (T),9,"[184, 668, 322, 756]",5,L2,0.9899
VC,,08/10/2021,0.0,1,2,1,3,LM (T),10,"[451, 30, 512, 73]",1,alive,0.9646
VC,,08/10/2021,0.0,1,2,1,3,LM (T),11,"[557, 61, 675, 159]",1,alive,0.9526
VC,,08/10/2021,0.0,1,2,1,3,LM (T),12,"[125, 81, 229, 157]",1,alive,0.9414
VC,,08/10/2021,0.0,1,2,1,3,LM (T),13,"[717, 455, 774, 576]",2,dead,0.9007
VC,,08/10/2021,0.0,1,2,1,3,LM (T),14,"[51, 512, 82, 590]",1,alive,0.8889
VC,,08/10/2021,0.0,1,2,1,3,LM (T),15,"[744, 449, 777, 491]",2,dead,0.7317
VC,,08/10/2021,0.0,1,2,1,3,LM (T),16,"[683, 448, 758, 481]",2,dead,0.6976
VC,,08/10/2021,0.0,1,2,1,4,LM (T),1,"[440, 51, 505, 115]",1,alive,0.9996
VC,,08/10/2021,0.0,1,2,1,4,LM (T),2,"[200, 686, 266, 754]",1,alive,0.9994
VC,,08/10/2021,0.0,1,2,1,4,LM (T),3,"[407, 29, 567, 83]",1,alive,0.9988
VC,,08/10/2021,0.0,1,2,1,4,LM (T),4,"[255, 23, 414, 79]",1,alive,0.9970
VC,,08/10/2021,0.0,1,2,1,4,LM (T),5,"[669, 218, 774, 351]",1,alive,0.9968
VC,,08/10/2021,0.0,1,2,1,4,LM (T),6,"[645, 578, 691, 653]",1,alive,0.9949
VC,,08/10/2021,0.0,1,2,1,4,LM (T),7,"[668, 555, 721, 635]",1,alive,0.9945
VC,,08/10/2021,0.0,1,2,1,4,LM (T),8,"[195, 73, 286, 180]",1,alive,0.9922
VC,,08/10/2021,0.0,1,2,1,4,LM (T),9,"[597, 124, 712, 221]",1,alive,0.9871
VC,,08/10/2021,0.0,1,2,1,4,LM (T),10,"[513, 674, 652, 752]",1,alive,0.9828
VC,,08/10/2021,0.0,1,2,1,4,LM (T),11,"[279, 725, 368, 783]",1,alive,0.9743
VC,,08/10/2021,0.0,1,2,1,4,LM (T),12,"[715, 416, 747, 450]",7,artifact,0.9641
VC,,08/10/2021,0.0,1,2,1,4,LM (T),13,"[607, 221, 709, 314]",2,dead,0.9518
VC,,08/10/2021,0.0,1,2,1,4,LM (T),14,"[561, 605, 668, 693]",5,L2,0.9512
VC,,08/10/2021,0.0,1,2,1,4,LM (T),15,"[173, 626, 223, 691]",7,artifact,0.9432
VC,,08/10/2021,0.0,1,2,1,4,LM (T),16,"[395, 741, 456, 786]",1,alive,0.9186
VC,,08/10/2021,0.0,1,2,1,4,LM (T),17,"[536, 65, 596, 99]",1,alive,0.8683
VC,,08/10/2021,0.0,1,2,1,4,LM (T),18,"[614, 97, 664, 148]",2,dead,0.8561
