Ref ID,Compound,Date,ppm,Rep,Plate,Row,Column,Media,Object ID,Bounding Box,Class,Class Name,Score
96A,,09/30/2021,8.0,1,1,1,1,LM (T),1,"[383, 289, 424, 329]",7,artifact,0.9989
96A,,09/30/2021,8.0,1,1,1,1,LM (T),2,"[744, 310, 788, 382]",2,dead,0.9946
96A,,09/30/2021,8.0,1,1,1,1,LM (T),3,"[622, 614, 690, 695]",2,dead,0.9842
96A,,09/30/2021,8.0,1,1,1,1,LM (T),4,"[356, 750, 445, 786]",2,dead,0.9477
96A,,09/30/2021,8.0,1,1,1,1,LM (T),5,"[97, 132, 158, 203]",2,dead,0.9236
96A,,09/30/2021,8.0,1,1,1,1,LM (T),6,"[600, 501, 621, 521]",7,artifact,0.6115
96A,,09/30/2021,4.0,1,1,1,2,LM (T),1,"[706, 209, 760, 275]",2,dead,0.9892
96A,,09/30/2021,4.0,1,1,1,2,LM (T),2,"[121, 651, 180, 705]",2,dead,0.9821
96A,,09/30/2021,4.0,1,1,1,2,LM (T),3,"[69, 560, 104, 616]",2,dead,0.9762
96A,,09/30/2021,4.0,1,1,1,2,LM (T),4,"[279, 732, 315, 768]",2,dead,0.9616
96A,,09/30/2021,4.0,1,1,1,2,LM (T),5,"[754, 380, 786, 449]",2,dead,0.9555
96A,,09/30/2021,4.0,1,1,1,2,LM (T),6,"[480, 436, 516, 473]",7,artifact,0.9211
96A,,09/30/2021,4.0,1,1,1,2,LM (T),7,"[334, 10, 427, 61]",2,dead,0.8726
96A,,09/30/2021,4.0,1,1,1,2,LM (T),8,"[131, 114, 213, 164]",1,alive,0.6900
96A,,09/30/2021,2.0,1,1,1,3,LM (T),1,"[350, 14, 419, 47]",2,dead,0.9929
96A,,09/30/2021,2.0,1,1,1,3,LM (T),2,"[257, 362, 304, 395]",7,artifact,0.9914
96A,,09/30/2021,2.0,1,1,1,3,LM (T),3,"[651, 598, 713, 663]",2,dead,0.9835
96A,,09/30/2021,2.0,1,1,1,3,LM (T),4,"[588, 74, 655, 135]",2,dead,0.9607
96A,,09/30/2021,2.0,1,1,1,3,LM (T),5,"[292, 21, 355, 70]",2,dead,0.8875
96A,,09/30/2021,2.0,1,1,1,3,LM (T),6,"[92, 622, 154, 686]",1,alive,0.8690
96A,,09/30/2021,2.0,1,1,1,3,LM (T),7,"[486, 262, 554, 317]",7,artifact,0.7477
96A,,09/30/2021,2.0,1,1,1,3,LM (T),8,"[17, 329, 54, 404]",2,dead,0.7236
96A,,09/30/2021,2.0,1,1,1,3,LM (T),9,"[453, 18, 520, 70]",1,alive,0.6943
96A,,09/30/2021,1.0,1,1,1,4,LM (T),1,"[594, 649, 669, 729]",2,dead,0.9827
96A,,09/30/2021,1.0,1,1,1,4,LM (T),2,"[470, 406, 535, 454]",7,artifact,0.9730
96A,,09/30/2021,1.0,1,1,1,4,LM (T),3,"[21, 246, 90, 351]",3,moribund,0.9436
96A,,09/30/2021,1.0,1,1,1,4,LM (T),4,"[61, 217, 122, 269]",1,alive,0.9099
96A,,09/30/2021,1.0,1,1,1,4,LM (T),5,"[153, 70, 227, 131]",2,dead,0.8277
96A,,09/30/2021,1.0,1,1,1,4,LM (T),6,"[690, 538, 752, 637]",5,L2,0.8125
96A,,09/30/2021,0.5,1,1,1,5,LM (T),1,"[730, 373, 784, 421]",1,alive,0.9919
96A,,09/30/2021,0.5,1,1,1,5,LM (T),2,"[363, 533, 393, 556]",7,artifact,0.9907
96A,,09/30/2021,0.5,1,1,1,5,LM (T),3,"[253, 661, 328, 775]",1,alive,0.9826
96A,,09/30/2021,0.5,1,1,1,5,LM (T),4,"[594, 113, 683, 196]",1,alive,0.9819
96A,,09/30/2021,0.5,1,1,1,5,LM (T),5,"[705, 232, 749, 304]",1,alive,0.9782
96A,,09/30/2021,0.5,1,1,1,5,LM (T),6,"[32, 458, 69, 546]",1,alive,0.9722
96A,,09/30/2021,0.5,1,1,1,5,LM (T),7,"[403, 732, 508, 785]",1,alive,0.9562
96A,,09/30/2021,0.5,1,1,1,5,LM (T),8,"[253, 44, 306, 107]",1,alive,0.9469
96A,,09/30/2021,0.5,1,1,1,5,LM (T),9,"[718, 521, 757, 575]",1,alive,0.9088
96A,,09/30/2021,0.5,1,1,1,5,LM (T),10,"[102, 132, 165, 262]",1,alive,0.8760
96A,,09/30/2021,0.5,1,1,1,5,LM (T),11,"[45, 191, 90, 288]",3,moribund,0.7240
96A,,09/30/2021,0.5,1,1,1,5,LM (T),12,"[737, 302, 776, 338]",1,alive,0.7054
96A,,09/30/2021,0.25,1,1,1,6,LM (T),1,"[608, 634, 678, 718]",1,alive,0.9969
96A,,09/30/2021,0.25,1,1,1,6,LM (T),2,"[75, 570, 133, 625]",1,alive,0.9956
96A,,09/30/2021,0.25,1,1,1,6,LM (T),3,"[144, 125, 185, 169]",1,alive,0.9950
96A,,09/30/2021,0.25,1,1,1,6,LM (T),4,"[467, 335, 499, 368]",7,artifact,0.9947
96A,,09/30/2021,0.25,1,1,1,6,LM (T),5,"[132, 630, 204, 708]",1,alive,0.9547
96A,,09/30/2021,0.25,1,1,1,6,LM (T),6,"[197, 362, 220, 387]",7,artifact,0.9110
96A,,09/30/2021,0.25,1,1,1,6,LM (T),7,"[335, 252, 404, 298]",7,artifact,0.8804
96A,,09/30/2021,0.25,1,1,1,6,LM (T),8,"[736, 320, 781, 379]",1,alive,0.8185
96A,,09/30/2021,0.25,1,1,1,6,LM (T),9,"[22, 278, 60, 409]",1,alive,0.8125
96A,,09/30/2021,0.25,1,1,1,6,LM (T),10,"[136, 78, 194, 139]",7,artifact,0.7826
96A,,09/30/2021,0.25,1,1,1,6,LM (T),11,"[170, 76, 195, 102]",4,egg,0.7223
96A,,09/30/2021,0.125,1,1,1,7,LM (T),1,"[671, 210, 766, 306]",1,alive,0.9982
96A,,09/30/2021,0.125,1,1,1,7,LM (T),2,"[619, 578, 686, 652]",1,alive,0.9930
96A,,09/30/2021,0.125,1,1,1,7,LM (T),3,"[633, 480, 711, 633]",1,alive,0.9918
96A,,09/30/2021,0.125,1,1,1,7,LM (T),4,"[296, 734, 404, 778]",1,alive,0.9916
96A,,09/30/2021,0.125,1,1,1,7,LM (T),5,"[50, 517, 130, 659]",1,alive,0.9834
96A,,09/30/2021,0.125,1,1,1,7,LM (T),6,"[648, 137, 688, 269]",1,alive,0.9663
96A,,09/30/2021,0.125,1,1,1,7,LM (T),7,"[726, 335, 782, 435]",1,alive,0.9623
96A,,09/30/2021,0.125,1,1,1,7,LM (T),8,"[380, 729, 468, 788]",2,dead,0.8325
96A,,09/30/2021,0.125,1,1,1,7,LM (T),9,"[215, 726, 276, 764]",2,dead,0.7566
96A,,09/30/2021,0.0625,1,1,1,8,LM (T),1,"[147, 109, 253, 194]",1,alive,0.9967
96A,,09/30/2021,0.0625,1,1,1,8,LM (T),2,"[388, 724, 483, 772]",1,alive,0.9962
96A,,09/30/2021,0.0625,1,1,1,8,LM (T),3,"[85, 131, 213, 200]",1,alive,0.9945
96A,,09/30/2021,0.0625,1,1,1,8,LM (T),4,"[220, 35, 347, 96]",1,alive,0.9829
96A,,09/30/2021,0.0625,1,1,1,8,LM (T),5,"[31, 203, 106, 315]",1,alive,0.9712
96A,,09/30/2021,0.0625,1,1,1,8,LM (T),6,"[207, 687, 302, 762]",1,alive,0.9667
96A,,09/30/2021,0.0625,1,1,1,8,LM (T),7,"[191, 102, 242, 141]",1,alive,0.9458
96A,,09/30/2021,0.0625,1,1,1,8,LM (T),8,"[708, 505, 748, 587]",1,alive,0.9440
96A,,09/30/2021,0.0625,1,1,1,8,LM (T),9,"[356, 723, 416, 776]",1,alive,0.9102
96A,,09/30/2021,0.0625,1,1,1,8,LM (T),10,"[172, 86, 235, 157]",1,alive,0.8297
96A,,09/30/2021,0.0625,1,1,1,8,LM (T),11,"[128, 142, 194, 195]",1,alive,0.6833
96A,,09/30/2021,0.03125,1,1,1,9,LM (T),1,"[63, 547, 119, 608]",1,alive,0.9952
96A,,09/30/2021,0.03125,1,1,1,9,LM (T),2,"[644, 175, 729, 343]",1,alive,0.9926
96A,,09/30/2021,0.03125,1,1,1,9,LM (T),3,"[16, 383, 81, 434]",1,alive,0.9924
96A,,09/30/2021,0.03125,1,1,1,9,LM (T),4,"[544, 654, 658, 747]",2,dead,0.9852
96A,,09/30/2021,0.03125,1,1,1,9,LM (T),5,"[728, 392, 776, 473]",1,alive,0.9687
