Ref ID,Compound,Date,ppm,Rep,Plate,Row,Column,Media,Object ID,Bounding Box,Class,Class Name,Score
38N,,08/04/2021,1.28,1,1,1,1,LM (T),1,"[523, 44, 580, 83]",2,dead,0.9823
38N,,08/04/2021,1.28,1,1,1,1,LM (T),2,"[699, 181, 747, 235]",2,dead,0.9790
38N,,08/04/2021,1.28,1,1,1,1,LM (T),3,"[183, 696, 266, 753]",2,dead,0.9763
38N,,08/04/2021,1.28,1,1,1,1,LM (T),4,"[641, 619, 706, 676]",2,dead,0.9688
38N,,08/04/2021,1.28,1,1,1,1,LM (T),5,"[440, 749, 518, 786]",2,dead,0.9643
38N,,08/04/2021,1.28,1,1,1,1,LM (T),6,"[312, 14, 384, 66]",2,dead,0.9232
38N,,08/04/2021,1.28,1,1,1,1,LM (T),7,"[718, 488, 779, 601]",5,L2,0.9226
38N,,08/04/2021,1.28,1,1,1,1,LM (T),8,"[224, 38, 281, 92]",3,moribund,0.8173
38N,,08/04/2021,1.28,1,1,1,1,LM (T),9,"[37, 249, 106, 323]",3,moribund,0.8018
38N,,08/04/2021,0.64,1,1,1,2,LM (T),1,"[659, 609, 717, 671]",2,dead,0.9774
38N,,08/04/2021,0.64,1,1,1,2,LM (T),2,"[395, 259, 418, 281]",7,artifact,0.9616
38N,,08/04/2021,0.64,1,1,1,2,LM (T),3,"[120, 102, 175, 142]",7,artifact,0.9174
38N,,08/04/2021,0.64,1,1,1,2,LM (T),4,"[642, 139, 670, 165]",7,artifact,0.8882
38N,,08/04/2021,0.64,1,1,1,2,LM (T),5,"[165, 415, 216, 464]",6,aged_dead,0.8882
38N,,08/04/2021,0.64,1,1,1,2,LM (T),6,"[351, 744, 441, 792]",2,dead,0.8805
38N,,08/04/2021,0.64,1,1,1,2,LM (T),7,"[420, 744, 505, 780]",2,dead,0.7961
38N,,08/04/2021,0.64,1,1,1,2,LM (T),8,"[693, 519, 762, 576]",2,dead,0.7628
38N,,08/04/2021,0.32,1,1,1,3,LM (T),1,"[348, 287, 416, 315]",7,artifact,0.9998
38N,,08/04/2021,0.32,1,1,1,3,LM (T),2,"[731, 341, 781, 404]",2,dead,0.9911
38N,,08/04/2021,0.32,1,1,1,3,LM (T),3,"[252, 40, 323, 86]",2,dead,0.9799
38N,,08/04/2021,0.32,1,1,1,3,LM (T),4,"[151, 683, 211, 730]",2,dead,0.9725
38N,,08/04/2021,0.32,1,1,1,3,LM (T),5,"[277, 20, 348, 59]",2,dead,0.9689
38N,,08/04/2021,0.32,1,1,1,3,LM (T),6,"[137, 85, 199, 153]",2,dead,0.9553
38N,,08/04/2021,0.32,1,1,1,3,LM (T),7,"[189, 55, 259, 97]",2,dead,0.9501
38N,,08/04/2021,0.32,1,1,1,3,LM (T),8,"[572, 63, 632, 117]",2,dead,0.9415
