Ref ID,Compound,Date,ppm,Rep,Plate,Row,Column,Media,Object ID,Bounding Box,Class,Class Name,Score
94N,,08/25/2021,160.5,1,1,1,1,LM (T),1,"[689, 499, 746, 560]",1,alive,0.9999
94N,,08/25/2021,160.5,1,1,1,1,LM (T),2,"[651, 517, 736, 597]",1,alive,0.9997
94N,,08/25/2021,160.5,1,1,1,1,LM (T),3,"[657, 227, 729, 335]",1,alive,0.9989
94N,,08/25/2021,160.5,1,1,1,1,LM (T),4,"[707, 352, 772, 436]",1,alive,0.9970
94N,,08/25/2021,160.5,1,1,1,1,LM (T),5,"[702, 430, 780, 502]",1,alive,0.9950
94N,,08/25/2021,160.5,1,1,1,1,LM (T),6,"[716, 306, 768, 388]",1,alive,0.9934
94N,,08/25/2021,160.5,1,1,1,1,LM (T),7,"[650, 594, 716, 667]",1,alive,0.9796
94N,,08/25/2021,160.5,1,1,1,1,LM (T),8,"[413, 737, 480, 777]",1,alive,0.9717
94N,,08/25/2021,160.5,1,1,1,1,LM (T),9,"[719, 493, 767, 558]",1,alive,0.9621
94N,,08/25/2021,160.5,1,1,1,1,LM (T),10,"[330, 736, 467, 774]",1,alive,0.9551
94N,,08/25/2021,160.5,1,1,1,1,LM (T),11,"[326, 724, 380, 764]",1,alive,0.9541
94N,,08/25/2021,160.5,1,1,1,1,LM (T),12,"[700, 549, 741, 595]",1,alive,0.9419
94N,,08/25/2021,160.5,1,1,1,1,LM (T),13,"[560, 677, 651, 729]",1,alive,0.8729
94N,,08/25/2021,160.5,1,1,1,1,LM (T),14,"[311, 737, 375, 776]",1,alive,0.8549
94N,,08/25/2021,160.5,1,1,1,1,LM (T),15,"[668, 253, 758, 317]",1,alive,0.7037
94N,,08/25/2021,80.25,1,1,1,2,LM (T),1,"[285, 706, 343, 772]",1,alive,0.9992
94N,,08/25/2021,80.25,1,1,1,2,LM (T),2,"[39, 224, 138, 310]",1,alive,0.9983
94N,,08/25/2021,80.25,1,1,1,2,LM (T),3,"[714, 450, 768, 520]",1,alive,0.9910
94N,,08/25/2021,80.25,1,1,1,2,LM (T),4,"[725, 245, 778, 314]",2,dead,0.9834
94N,,08/25/2021,80.25,1,1,1,2,LM (T),5,"[41, 401, 81, 499]",1,alive,0.9743
94N,,08/25/2021,80.25,1,1,1,2,LM (T),6,"[329, 283, 389, 323]",7,artifact,0.9702
94N,,08/25/2021,80.25,1,1,1,2,LM (T),7,"[469, 765, 493, 786]",7,artifact,0.9666
94N,,08/25/2021,80.25,1,1,1,2,LM (T),8,"[637, 131, 692, 188]",1,alive,0.9537
94N,,08/25/2021,80.25,1,1,1,2,LM (T),9,"[74, 499, 107, 620]",1,alive,0.9105
94N,,08/25/2021,80.25,1,1,1,2,LM (T),10,"[639, 604, 717, 671]",2,dead,0.8907
94N,,08/25/2021,80.25,1,1,1,2,LM (T),11,"[102, 595, 203, 715]",2,dead,0.8016
94N,,08/25/2021,80.25,1,1,1,2,LM (T),12,"[95, 589, 138, 653]",1,alive,0.7744
94N,,08/25/2021,80.25,1,1,1,2,LM (T),13,"[39, 490, 76, 580]",2,dead,0.7060
94N,,08/25/2021,80.25,1,1,1,2,LM (T),14,"[478, 31, 576, 78]",1,alive,0.6836
94N,,08/25/2021,80.25,1,1,1,2,LM (T),15,"[80, 136, 141, 206]",1,alive,0.6603
94N,,08/25/2021,40.125,1,1,1,3,LM (T),1,"[40, 300, 99, 372]",1,alive,0.9986
94N,,08/25/2021,40.125,1,1,1,3,LM (T),2,"[514, 57, 589, 141]",1,alive,0.9982
94N,,08/25/2021,40.125,1,1,1,3,LM (T),3,"[129, 128, 181, 184]",1,alive,0.9977
94N,,08/25/2021,40.125,1,1,1,3,LM (T),4,"[482, 39, 545, 104]",1,alive,0.9970
94N,,08/25/2021,40.125,1,1,1,3,LM (T),5,"[661, 155, 729, 220]",1,alive,0.9918
94N,,08/25/2021,40.125,1,1,1,3,LM (T),6,"[247, 58, 345, 125]",1,alive,0.9853
94N,,08/25/2021,40.125,1,1,1,3,LM (T),7,"[121, 568, 162, 656]",1,alive,0.9843
94N,,08/25/2021,40.125,1,1,1,3,LM (T),8,"[63, 545, 146, 672]",1,alive,0.9791
94N,,08/25/2021,40.125,1,1,1,3,LM (T),9,"[354, 26, 531, 69]",1,alive,0.9676
94N,,08/25/2021,40.125,1,1,1,3,LM (T),10,"[157, 674, 231, 712]",1,alive,0.9590
94N,,08/25/2021,40.125,1,1,1,3,LM (T),11,"[649, 589, 732, 680]",2,dead,0.9341
94N,,08/25/2021,40.125,1,1,1,3,LM (T),12,"[561, 93, 634, 160]",1,alive,0.9073
94N,,08/25/2021,40.125,1,1,1,3,LM (T),13,"[22, 437, 73, 577]",1,alive,0.9061
94N,,08/25/2021,40.125,1,1,1,3,LM (T),14,"[58, 148, 136, 267]",1,alive,0.8898
94N,,08/25/2021,40.125,1,1,1,3,LM (T),15,"[153, 677, 245, 752]",1,alive,0.8752
94N,,08/25/2021,40.125,1,1,1,3,LM (T),16,"[133, 146, 181, 221]",1,alive,0.8354
94N,,08/25/2021,20.0625,1,1,1,4,LM (T),1,"[133, 114, 218, 242]",1,alive,0.9994
94N,,08/25/2021,20.0625,1,1,1,4,LM (T),2,"[737, 282, 775, 390]",1,alive,0.9984
94N,,08/25/2021,20.0625,1,1,1,4,LM (T),3,"[637, 169, 707, 209]",7,artifact,0.9975
