Ref ID,Date,ppm,Rep,Plate,Row,Column,Total,Dead,Alive,Media,Notes,% Mortality
96A,09/24/2021,8.0,1,1,1,1,13,13,0,LM (T),,100%
96A,09/24/2021,4.0,1,1,1,2,16,16,0,LM (T),,100%
96A,09/24/2021,2.0,1,1,1,3,17,17,0,LM (T),,100%
96A,09/24/2021,1.0,1,1,1,4,9,9,0,LM (T),,100%
96A,09/24/2021,0.5,1,1,1,5,16,5,11,LM (T),,31%
96A,09/24/2021,0.25,1,1,1,6,13,2,11,LM (T),,15%
96A,09/24/2021,0.125,1,1,1,7,15,0,15,LM (T),,0%
96A,09/24/2021,0.0625,1,1,1,8,14,2,12,LM (T),,14%
96A,09/24/2021,0.03125,1,1,1,9,13,1,12,LM (T),,8%
96A,09/24/2021,0.015625,1,1,1,10,22,1,21,LM (T),,5%
VC,09/24/2021,0,1,1,1,12,16,2,14,LM (T),,12%
96C,09/24/2021,16.0,1,1,2,1,13,13,0,LM (T),5 artifacts,100%
96C,09/24/2021,8.0,1,1,2,2,15,15,0,LM (T),,100%
96C,09/24/2021,4.0,1,1,2,3,13,13,0,LM (T),,100%
96C,09/24/2021,2.0,1,1,2,4,9,9,0,LM (T),,100%
96C,09/24/2021,1.0,1,1,2,5,12,12,0,LM (T),,100%
96C,09/24/2021,0.5,1,1,2,6,12,12,0,LM (T),,100%
96C,09/24/2021,0.25,1,1,2,7,16,16,0,LM (T),,100%
96C,09/24/2021,0.125,1,1,2,8,12,11,1,LM (T),,92%
96C,09/24/2021,0.0625,1,1,2,9,20,17,3,LM (T),,85%
96C,09/24/2021,0.03125,1,1,2,10,12,1,11,LM (T),,8%
VC,09/24/2021,0,1,1,2,12,18,0,18,LM (T),,0%
96F,09/24/2021,8.0,1,1,3,1,22,22,0,LM (T),,100%
96F,09/24/2021,4.0,1,1,3,2,15,15,0,LM (T),,100%
96F,09/24/2021,2.0,1,1,3,3,8,8,0,LM (T),,100%
96F,09/24/2021,1.0,1,1,3,4,15,15,0,LM (T),,100%
96F,09/24/2021,0.5,1,1,3,5,13,13,0,LM (T),,100%
96F,09/24/2021,0.25,1,1,3,6,11,10,1,LM (T),,91%
