Ref ID,Compound,Date,ppm,Rep,Plate,Row,Column,Media,Object ID,Bounding Box,Class,Class Name,Score
38F,,08/19/2021,8.0,1,1,1,1,LM (T),1,"[123, 164, 192, 227]",1,alive,0.9950
38F,,08/19/2021,8.0,1,1,1,1,LM (T),2,"[154, 140, 187, 185]",1,alive,0.9861
38F,,08/19/2021,8.0,1,1,1,1,LM (T),3,"[617, 173, 706, 219]",1,alive,0.9825
38F,,08/19/2021,8.0,1,1,1,1,LM (T),4,"[593, 636, 681, 719]",7,artifact,0.9780
38F,,08/19/2021,8.0,1,1,1,1,LM (T),5,"[555, 227, 585, 313]",3,moribund,0.9641
38F,,08/19/2021,8.0,1,1,1,1,LM (T),6,"[40, 454, 97, 535]",3,moribund,0.9517
38F,,08/19/2021,8.0,1,1,1,1,LM (T),7,"[221, 126, 277, 171]",1,alive,0.9488
38F,,08/19/2021,8.0,1,1,1,1,LM (T),8,"[684, 360, 722, 462]",1,alive,0.9217
38F,,08/19/2021,8.0,1,1,1,1,LM (T),9,"[381, 47, 466, 96]",1,alive,0.9000
38F,,08/19/2021,8.0,1,1,1,1,LM (T),10,"[136, 111, 187, 147]",1,alive,0.8985
38F,,08/19/2021,8.0,1,1,1,1,LM (T),11,"[72, 552, 127, 618]",1,alive,0.8904
38F,,08/19/2021,8.0,1,1,1,1,LM (T),12,"[310, 454, 330, 476]",7,artifact,0.8789
38F,,08/19/2021,8.0,1,1,1,1,LM (T),13,"[386, 682, 473, 713]",1,alive,0.8574
38F,,08/19/2021,8.0,1,1,1,1,LM (T),14,"[407, 110, 476, 149]",2,dead,0.8447
38F,,08/19/2021,8.0,1,1,1,1,LM (T),15,"[343, 15, 426, 81]",3,moribund,0.8020
38F,,08/19/2021,8.0,1,1,1,1,LM (T),16,"[666, 571, 714, 612]",1,alive,0.8014
38F,,08/19/2021,8.0,1,1,1,1,LM (T),17,"[288, 72, 367, 111]",1,alive,0.7940
38F,,08/19/2021,8.0,1,1,1,1,LM (T),18,"[765, 381, 790, 463]",7,artifact,0.7823
38F,,08/19/2021,8.0,1,1,1,1,LM (T),19,"[37, 322, 78, 365]",3,moribund,0.7778
38F,,08/19/2021,8.0,1,1,1,1,LM (T),20,"[178, 77, 238, 125]",7,artifact,0.7716
38F,,08/19/2021,4.0,1,1,1,2,LM (T),1,"[578, 615, 652, 690]",1,alive,0.9998
38F,,08/19/2021,4.0,1,1,1,2,LM (T),2,"[542, 182, 597, 259]",1,alive,0.9997
38F,,08/19/2021,4.0,1,1,1,2,LM (T),3,"[100, 115, 153, 167]",2,dead,0.9982
38F,,08/19/2021,4.0,1,1,1,2,LM (T),4,"[280, 128, 350, 180]",1,alive,0.9961
38F,,08/19/2021,4.0,1,1,1,2,LM (T),5,"[501, 635, 581, 703]",1,alive,0.9957
38F,,08/19/2021,4.0,1,1,1,2,LM (T),6,"[576, 135, 660, 181]",1,alive,0.9955
38F,,08/19/2021,4.0,1,1,1,2,LM (T),7,"[630, 303, 691, 352]",1,alive,0.9925
38F,,08/19/2021,4.0,1,1,1,2,LM (T),8,"[193, 77, 249, 131]",1,alive,0.9896
38F,,08/19/2021,4.0,1,1,1,2,LM (T),9,"[655, 513, 701, 553]",1,alive,0.9859
38F,,08/19/2021,4.0,1,1,1,2,LM (T),10,"[689, 358, 742, 437]",1,alive,0.9828
38F,,08/19/2021,4.0,1,1,1,2,LM (T),11,"[186, 707, 251, 749]",2,dead,0.9814
38F,,08/19/2021,4.0,1,1,1,2,LM (T),12,"[550, 576, 613, 663]",1,alive,0.9784
38F,,08/19/2021,4.0,1,1,1,2,LM (T),13,"[122, 140, 173, 179]",1,alive,0.9775
38F,,08/19/2021,4.0,1,1,1,2,LM (T),14,"[443, 88, 494, 128]",3,moribund,0.9654
38F,,08/19/2021,4.0,1,1,1,2,LM (T),15,"[151, 661, 245, 750]",2,dead,0.9551
38F,,08/19/2021,4.0,1,1,1,2,LM (T),16,"[595, 474, 633, 517]",1,alive,0.9474
38F,,08/19/2021,4.0,1,1,1,2,LM (T),17,"[630, 257, 687, 300]",1,alive,0.9351
38F,,08/19/2021,4.0,1,1,1,2,LM (T),18,"[149, 538, 179, 580]",7,artifact,0.9070
38F,,08/19/2021,4.0,1,1,1,2,LM (T),19,"[218, 79, 313, 118]",1,alive,0.9039
38F,,08/19/2021,4.0,1,1,1,2,LM (T),20,"[674, 572, 733, 649]",2,dead,0.9006
38F,,08/19/2021,4.0,1,1,1,2,LM (T),21,"[504, 47, 566, 125]",7,artifact,0.8947
38F,,08/19/2021,4.0,1,1,1,2,LM (T),22,"[643, 557, 671, 631]",1,alive,0.8844
38F,,08/19/2021,4.0,1,1,1,2,LM (T),23,"[315, 44, 410, 99]",7,artifact,0.8796
38F,,08/19/2021,4.0,1,1,1,2,LM (T),24,"[592, 246, 640, 331]",1,alive,0.8766
38F,,08/19/2021,4.0,1,1,1,2,LM (T),25,"[706, 450, 738, 496]",3,moribund,0.8480
38F,,08/19/2021,4.0,1,1,1,2,LM (T),26,"[701, 502, 763, 553]",3,moribund,0.8390
38F,,08/19/2021,4.0,1,1,1,2,LM (T),27,"[734, 418, 768, 478]",3,moribund,0.8378
38F,,08/19/2021,4.0,1,1,1,2,LM (T),28,"[615, 161, 652, 200]",3,moribund,0.8083
38F,,08/19/2021,4.0,1,1,1,2,LM (T),29,"[711, 399, 741, 447]",1,alive,0.7937
38F,,08/19/2021,4.0,1,1,1,2,LM (T),30,"[664, 558, 712, 599]",3,moribund,0.7572
38F,,08/19/2021,4.0,1,1,1,2,LM (T),31,"[549, 118, 601, 161]",3,moribund,0.7283
38F,,08/19/2021,4.0,1,1,1,2,LM (T),32,"[117, 617, 168, 667]",7,artifact,0.6616
38F,,08/19/2021,4.0,1,1,1,2,LM (T),33,"[667, 195, 701, 244]",7,artifact,0.6193
38F,,08/19/2021,2.0,1,1,1,3,LM (T),1,"[645, 352, 702, 417]",1,alive,0.9970
38F,,08/19/2021,2.0,1,1,1,3,LM (T),2,"[609, 633, 663, 700]",1,alive,0.9877
38F,,08/19/2021,2.0,1,1,1,3,LM (T),3,"[515, 660, 590, 735]",1,alive,0.9871
38F,,08/19/2021,2.0,1,1,1,3,LM (T),4,"[561, 650, 620, 703]",1,alive,0.9841
38F,,08/19/2021,2.0,1,1,1,3,LM (T),5,"[389, 247, 437, 287]",7,artifact,0.9818
38F,,08/19/2021,2.0,1,1,1,3,LM (T),6,"[635, 535, 685, 574]",2,dead,0.9764
38F,,08/19/2021,2.0,1,1,1,3,LM (T),7,"[510, 66, 574, 120]",7,artifact,0.9447
38F,,08/19/2021,2.0,1,1,1,3,LM (T),8,"[642, 276, 679, 344]",1,alive,0.9221
38F,,08/19/2021,2.0,1,1,1,3,LM (T),9,"[243, 283, 282, 359]",6,aged_dead,0.8852
38F,,08/19/2021,2.0,1,1,1,3,LM (T),10,"[101, 613, 204, 651]",1,alive,0.8668
38F,,08/19/2021,2.0,1,1,1,3,LM (T),11,"[261, 575, 301, 640]",1,alive,0.8610
38F,,08/19/2021,2.0,1,1,1,3,LM (T),12,"[654, 590, 714, 637]",1,alive,0.8310
38F,,08/19/2021,2.0,1,1,1,3,LM (T),13,"[676, 481, 723, 590]",1,alive,0.8206
38F,,08/19/2021,2.0,1,1,1,3,LM (T),14,"[98, 527, 144, 565]",1,alive,0.8112
38F,,08/19/2021,2.0,1,1,1,3,LM (T),15,"[678, 184, 721, 221]",3,moribund,0.8035
38F,,08/19/2021,2.0,1,1,1,3,LM (T),16,"[650, 149, 698, 208]",3,moribund,0.7832
38F,,08/19/2021,2.0,1,1,1,3,LM (T),17,"[641, 567, 670, 595]",3,moribund,0.7533
38F,,08/19/2021,2.0,1,1,1,3,LM (T),18,"[298, 701, 375, 771]",1,alive,0.7283
38F,,08/19/2021,2.0,1,1,1,3,LM (T),19,"[596, 400, 636, 434]",7,artifact,0.6845
38F,,08/19/2021,1.0,1,1,1,4,LM (T),1,"[652, 472, 720, 541]",1,alive,0.9997
38F,,08/19/2021,1.0,1,1,1,4,LM (T),2,"[629, 267, 693, 335]",1,alive,0.9997
38F,,08/19/2021,1.0,1,1,1,4,LM (T),3,"[640, 225, 764, 281]",1,alive,0.9986
38F,,08/19/2021,1.0,1,1,1,4,LM (T),4,"[641, 520, 719, 583]",1,alive,0.9982
38F,,08/19/2021,1.0,1,1,1,4,LM (T),5,"[424, 60, 513, 168]",1,alive,0.9966
38F,,08/19/2021,1.0,1,1,1,4,LM (T),6,"[665, 351, 721, 463]",1,alive,0.9953
38F,,08/19/2021,1.0,1,1,1,4,LM (T),7,"[626, 242, 727, 276]",1,alive,0.9949
38F,,08/19/2021,1.0,1,1,1,4,LM (T),8,"[604, 607, 695, 663]",1,alive,0.9947
38F,,08/19/2021,1.0,1,1,1,4,LM (T),9,"[634, 350, 763, 381]",1,alive,0.9857
38F,,08/19/2021,1.0,1,1,1,4,LM (T),10,"[85, 123, 137, 230]",2,dead,0.9545
38F,,08/19/2021,1.0,1,1,1,4,LM (T),11,"[647, 331, 684, 361]",1,alive,0.9417
38F,,08/19/2021,1.0,1,1,1,4,LM (T),12,"[695, 347, 733, 476]",1,alive,0.9346
38F,,08/19/2021,1.0,1,1,1,4,LM (T),13,"[519, 133, 586, 172]",3,moribund,0.9224
38F,,08/19/2021,1.0,1,1,1,4,LM (T),14,"[124, 112, 181, 210]",2,dead,0.8779
38F,,08/19/2021,1.0,1,1,1,4,LM (T),15,"[123, 118, 145, 144]",7,artifact,0.7637
38F,,08/19/2021,0.5,1,1,1,5,LM (T),1,"[272, 533, 351, 632]",1,alive,0.9998
38F,,08/19/2021,0.5,1,1,1,5,LM (T),2,"[497, 602, 562, 685]",1,alive,0.9993
38F,,08/19/2021,0.5,1,1,1,5,LM (T),3,"[230, 695, 335, 754]",1,alive,0.9991
38F,,08/19/2021,0.5,1,1,1,5,LM (T),4,"[177, 91, 298, 147]",1,alive,0.9975
38F,,08/19/2021,0.5,1,1,1,5,LM (T),5,"[209, 634, 323, 708]",1,alive,0.9938
38F,,08/19/2021,0.5,1,1,1,5,LM (T),6,"[722, 324, 758, 399]",1,alive,0.9870
38F,,08/19/2021,0.5,1,1,1,5,LM (T),7,"[51, 281, 157, 366]",1,alive,0.9862
38F,,08/19/2021,0.5,1,1,1,5,LM (T),8,"[625, 336, 732, 379]",1,alive,0.9860
38F,,08/19/2021,0.5,1,1,1,5,LM (T),9,"[587, 94, 680, 167]",1,alive,0.9777
38F,,08/19/2021,0.5,1,1,1,5,LM (T),10,"[239, 106, 299, 146]",1,alive,0.9769
38F,,08/19/2021,0.5,1,1,1,5,LM (T),11,"[36, 163, 183, 635]",7,artifact,0.9585
38F,,08/19/2021,0.5,1,1,1,5,LM (T),12,"[527, 639, 646, 748]",1,alive,0.9399
38F,,08/19/2021,0.5,1,1,1,5,LM (T),13,"[162, 163, 208, 214]",2,dead,0.9388
38F,,08/19/2021,0.5,1,1,1,5,LM (T),14,"[582, 569, 652, 602]",1,alive,0.9222
38F,,08/19/2021,0.5,1,1,1,5,LM (T),15,"[527, 595, 612, 627]",1,alive,0.9205
38F,,08/19/2021,0.5,1,1,1,5,LM (T),16,"[502, 506, 557, 613]",7,artifact,0.9193
38F,,08/19/2021,0.5,1,1,1,5,LM (T),17,"[63, 173, 102, 256]",2,dead,0.8997
38F,,08/19/2021,0.5,1,1,1,5,LM (T),18,"[47, 93, 262, 379]",7,artifact,0.8971
38F,,08/19/2021,0.5,1,1,1,5,LM (T),19,"[610, 512, 668, 585]",1,alive,0.8924
38F,,08/19/2021,0.5,1,1,1,5,LM (T),20,"[136, 593, 175, 658]",3,moribund,0.8850
38F,,08/19/2021,0.5,1,1,1,5,LM (T),21,"[628, 150, 701, 203]",1,alive,0.8177
38F,,08/19/2021,0.5,1,1,1,5,LM (T),22,"[86, 111, 212, 220]",7,artifact,0.8066
38F,,08/19/2021,0.5,1,1,1,5,LM (T),23,"[328, 719, 370, 760]",2,dead,0.6942
38F,,08/19/2021,0.5,1,1,1,5,LM (T),24,"[474, 693, 542, 752]",7,artifact,0.6151
38F,,08/19/2021,0.25,1,1,1,6,LM (T),1,"[585, 268, 660, 355]",1,alive,1.0000
38F,,08/19/2021,0.25,1,1,1,6,LM (T),2,"[632, 429, 742, 489]",1,alive,0.9996
38F,,08/19/2021,0.25,1,1,1,6,LM (T),3,"[506, 619, 570, 705]",1,alive,0.9993
38F,,08/19/2021,0.25,1,1,1,6,LM (T),4,"[681, 272, 763, 358]",1,alive,0.9989
38F,,08/19/2021,0.25,1,1,1,6,LM (T),5,"[661, 188, 717, 320]",1,alive,0.9979
38F,,08/19/2021,0.25,1,1,1,6,LM (T),6,"[521, 105, 638, 197]",1,alive,0.9975
38F,,08/19/2021,0.25,1,1,1,6,LM (T),7,"[335, 31, 476, 161]",1,alive,0.9968
38F,,08/19/2021,0.25,1,1,1,6,LM (T),8,"[220, 645, 506, 771]",7,artifact,0.9964
38F,,08/19/2021,0.25,1,1,1,6,LM (T),9,"[569, 525, 724, 600]",1,alive,0.9952
38F,,08/19/2021,0.25,1,1,1,6,LM (T),10,"[669, 337, 749, 443]",1,alive,0.9922
38F,,08/19/2021,0.25,1,1,1,6,LM (T),11,"[731, 435, 781, 488]",1,alive,0.9822
38F,,08/19/2021,0.25,1,1,1,6,LM (T),12,"[314, 37, 387, 111]",7,artifact,0.9748
38F,,08/19/2021,0.25,1,1,1,6,LM (T),13,"[551, 320, 573, 343]",7,artifact,0.9730
38F,,08/19/2021,0.25,1,1,1,6,LM (T),14,"[613, 111, 690, 221]",7,artifact,0.9685
38F,,08/19/2021,0.25,1,1,1,6,LM (T),15,"[484, 47, 568, 141]",7,artifact,0.9260
38F,,08/19/2021,0.25,1,1,1,6,LM (T),16,"[76, 551, 190, 615]",1,alive,0.8878
38F,,08/19/2021,0.25,1,1,1,6,LM (T),17,"[2, 205, 158, 518]",7,artifact,0.8251
38F,,08/19/2021,0.25,1,1,1,6,LM (T),18,"[650, 518, 726, 644]",7,artifact,0.7818
38F,,08/19/2021,0.25,1,1,1,6,LM (T),19,"[381, 29, 453, 65]",7,artifact,0.7636
38F,,08/19/2021,0.25,1,1,1,6,LM (T),20,"[26, 464, 191, 639]",7,artifact,0.7460
38F,,08/19/2021,0.25,1,1,1,6,LM (T),21,"[634, 173, 685, 224]",7,artifact,0.7416
38F,,08/19/2021,0.125,1,1,1,7,LM (T),1,"[650, 471, 721, 626]",1,alive,0.9999
38F,,08/19/2021,0.125,1,1,1,7,LM (T),2,"[631, 293, 705, 369]",1,alive,0.9999
38F,,08/19/2021,0.125,1,1,1,7,LM (T),3,"[380, 389, 493, 475]",1,alive,0.9999
38F,,08/19/2021,0.125,1,1,1,7,LM (T),4,"[616, 524, 693, 609]",1,alive,0.9998
38F,,08/19/2021,0.125,1,1,1,7,LM (T),5,"[393, 660, 466, 723]",1,alive,0.9997
38F,,08/19/2021,0.125,1,1,1,7,LM (T),6,"[664, 381, 770, 494]",1,alive,0.9992
38F,,08/19/2021,0.125,1,1,1,7,LM (T),7,"[270, 539, 330, 670]",1,alive,0.9967
38F,,08/19/2021,0.125,1,1,1,7,LM (T),8,"[563, 537, 610, 632]",1,alive,0.9935
38F,,08/19/2021,0.125,1,1,1,7,LM (T),9,"[258, 520, 291, 654]",1,alive,0.9882
38F,,08/19/2021,0.125,1,1,1,7,LM (T),10,"[650, 224, 724, 285]",1,alive,0.9774
38F,,08/19/2021,0.125,1,1,1,7,LM (T),11,"[204, 578, 276, 655]",1,alive,0.9670
38F,,08/19/2021,0.125,1,1,1,7,LM (T),12,"[170, 59, 255, 127]",7,artifact,0.9364
38F,,08/19/2021,0.125,1,1,1,7,LM (T),13,"[329, 229, 442, 294]",7,artifact,0.9150
38F,,08/19/2021,0.125,1,1,1,7,LM (T),14,"[353, 509, 626, 729]",7,artifact,0.8132
38F,,08/19/2021,0.125,1,1,1,7,LM (T),15,"[740, 267, 763, 288]",7,artifact,0.8081
38F,,08/19/2021,0.125,1,1,1,7,LM (T),16,"[308, 602, 346, 659]",2,dead,0.7929
38F,,08/19/2021,0.125,1,1,1,7,LM (T),17,"[119, 93, 195, 148]",7,artifact,0.7165
38F,,08/19/2021,0.125,1,1,1,7,LM (T),18,"[717, 521, 743, 556]",7,artifact,0.6469
38F,,08/19/2021,0.125,1,1,1,7,LM (T),19,"[348, 564, 399, 678]",7,artifact,0.6272
38F,,08/19/2021,0.0625,1,1,1,8,LM (T),1,"[602, 493, 739, 545]",1,alive,0.9996
38F,,08/19/2021,0.0625,1,1,1,8,LM (T),2,"[460, 646, 542, 698]",1,alive,0.9995
38F,,08/19/2021,0.0625,1,1,1,8,LM (T),3,"[134, 287, 187, 386]",1,alive,0.9988
38F,,08/19/2021,0.0625,1,1,1,8,LM (T),4,"[452, 747, 529, 777]",2,dead,0.9985
38F,,08/19/2021,0.0625,1,1,1,8,LM (T),5,"[350, 67, 440, 165]",5,L2,0.9979
38F,,08/19/2021,0.0625,1,1,1,8,LM (T),6,"[502, 80, 613, 143]",1,alive,0.9977
